Player,Squad,Gls,Sh,SoT,Dist,xG,npxG,90s
Rodrigo Muniz,Fulham,8.0,36.0,17.0,12.0,5.5,5.5,10.1
Vedat Muriqi,Mallorca,7.0,48.0,16.0,11.9,9.5,7.1,19.4
Jacob Murphy,Newcastle Utd,7.0,38.0,14.0,18.0,5.5,5.5,21.0
Yunus Musah,Milan,0.0,21.0,5.0,19.1,1.9,1.9,15.7
Florent Muslija,Freiburg,0.0,3.0,2.0,20.9,0.3,0.3,1.9
Kingstone Mutandwa,Cagliari,0.0,4.0,0.0,17.8,0.4,0.4,0.9
Konan N'dri,Lecce,0.0,6.0,0.0,20.7,0.4,0.4,1.8
Nathan N'Goumou,Gladbach,2.0,24.0,13.0,15.4,1.9,1.9,9.2
Djylian N'Guessan,Saint-Étienne,0.0,3.0,0.0,11.5,0.4,0.4,1.4
Keito Nakamura,Reims,11.0,71.0,28.0,16.7,7.9,7.9,25.6
Sebastian Nanasi,Strasbourg,5.0,25.0,10.0,11.7,5.8,5.8,21.3
Roberto Navarro,Mallorca,1.0,18.0,6.0,16.2,2.0,2.0,14.2
Jesús Navas,Sevilla,1.0,3.0,2.0,14.9,0.5,0.5,4.7
Iliman Ndiaye,Everton,7.0,29.0,13.0,17.2,5.0,3.4,22.7
Junior Ndiaye,Montpellier,0.0,1.0,0.0,5.5,0.3,0.3,1.4
Dan Ndoye,Bologna,8.0,44.0,16.0,17.0,6.7,5.1,21.0
Loïc Nego,Le Havre,0.0,10.0,2.0,17.3,0.6,0.6,22.3
Reiss Nelson,Arsenal,0.0,0.0,0.0,,0.0,0.0,0.0
Reiss Nelson,Fulham,1.0,12.0,6.0,15.4,1.1,1.1,5.4
David Neres,Napoli,2.0,26.0,5.0,18.7,1.9,1.9,12.6
Pedro Neto,Chelsea,3.0,48.0,14.0,19.1,2.5,2.5,19.4
Cyril Ngonge,Napoli,0.0,12.0,6.0,20.4,0.7,0.7,2.0
Steve Ngoura,Le Havre,0.0,10.0,2.0,11.9,1.3,1.3,3.2
Bernard Nguene,Nice,0.0,0.0,0.0,,0.0,0.0,0.1
Ibrahima Niane,Angers,3.0,29.0,10.0,14.6,5.7,4.9,10.1
Eybi Nije,Torino,1.0,9.0,5.0,18.9,1.5,1.5,4.4
Adrian Niño,Atlético Madrid,0.0,2.0,0.0,13.9,0.2,0.2,0.1
Justin Njinmah,Werder Bremen,3.0,24.0,6.0,15.1,2.6,2.6,9.3
Eddie Nketiah,Crystal Palace,1.0,31.0,11.0,15.1,3.5,3.5,8.3
Christopher Nkunku,Chelsea,3.0,25.0,11.0,12.6,4.8,4.8,10.2
Lukas Nmecha,Wolfsburg,2.0,15.0,6.0,13.5,3.6,3.6,2.9
Arnaud Nordin,Montpellier,4.0,26.0,11.0,18.2,4.1,2.5,13.0
Tijjani Noslin,Lazio,2.0,18.0,6.0,12.6,2.0,2.0,9.2
Randy Nteka,Rayo Vallecano,3.0,16.0,8.0,13.6,2.6,2.6,10.8
Ernest Nuamah,Lyon,3.0,28.0,13.0,17.3,2.2,2.2,11.7
Darwin Núñez,Liverpool,5.0,31.0,12.0,14.3,5.0,5.0,11.2
Ethan Nwaneri,Arsenal,3.0,20.0,7.0,18.7,1.0,1.0,8.6
M'Bala Nzola,Lens,6.0,47.0,18.0,12.1,8.6,8.6,16.2
Chidozie Obi-Martin,Manchester Utd,0.0,0.0,0.0,,0.0,0.0,0.3
Lucas Ocampos,Sevilla,0.0,4.0,2.0,24.4,0.2,0.2,1.9
Jens Odgaard,Bologna,6.0,48.0,22.0,19.5,3.6,3.6,19.2
Wilson Odobert,Tottenham,0.0,9.0,1.0,16.5,0.7,0.7,5.0
Chiedozie Ogbene,Ipswich Town,0.0,0.0,0.0,,0.0,0.0,2.6
Hamzat Ojediran,Lens,1.0,10.0,3.0,22.1,0.6,0.6,4.4
Noah Okafor,Napoli,0.0,1.0,0.0,24.4,0.0,0.0,0.4
Noah Okafor,Milan,1.0,13.0,7.0,14.8,1.5,1.5,4.6
Kazeem Olaigbe,Rennes,0.0,5.0,2.0,19.5,0.3,0.3,2.0
Ben Old,Saint-Étienne,0.0,9.0,2.0,17.9,0.9,0.9,4.7
Michael Olise,Bayern Munich,8.0,69.0,28.0,17.0,7.8,7.8,21.1
Dani Olmo,Barcelona,7.0,31.0,11.0,18.1,4.2,3.4,10.1
Ado Onaiwu,Auxerre,2.0,20.0,11.0,13.4,3.4,3.4,8.7
Jacob Ondrejka,Parma,1.0,6.0,3.0,19.6,0.4,0.4,1.7
Karim Onisiwo,Mainz 05,0.0,3.0,0.0,13.5,0.1,0.1,1.2
Paul Onuachu,Southampton,4.0,30.0,14.0,10.3,3.2,3.2,10.2
Loïs Openda,RB Leipzig,9.0,72.0,31.0,16.4,8.8,8.0,23.9
Christopher Operi,Le Havre,0.0,7.0,1.0,22.0,0.3,0.3,13.0
Victor Orakpo,Nice,0.0,2.0,0.0,10.4,0.3,0.3,0.4
Gift Orban,Lyon,2.0,4.0,3.0,8.7,1.2,1.2,2.1
Gift Orban,Hoffenheim,4.0,11.0,4.0,17.4,3.4,3.4,7.3
Gaetano Oristanio,Venezia,2.0,39.0,11.0,18.1,3.3,3.3,23.8
Aimar Oroz,Osasuna,4.0,40.0,13.0,19.0,3.2,3.2,26.0
Riccardo Orsolini,Bologna,11.0,57.0,21.0,17.6,7.8,5.5,16.6
Gabriel Osei Misehouy,Girona,1.0,6.0,2.0,17.2,0.9,0.9,2.9
William Osula,Newcastle Utd,0.0,1.0,0.0,13.2,0.0,0.0,1.0
Jibril Othman,Saint-Étienne,0.0,0.0,0.0,,0.0,0.0,0.1
Dango Ouattara,Bournemouth,7.0,55.0,17.0,13.4,7.7,7.7,18.7
Guimissongui Ouattara,Strasbourg,1.0,4.0,1.0,18.8,0.3,0.3,4.7
Kassoum Ouattara,Monaco,0.0,2.0,1.0,21.2,0.2,0.2,4.3
Remi Oudin,Lecce,0.0,3.0,1.0,28.0,0.1,0.1,3.3
Mikel Oyarzabal,Real Sociedad,6.0,30.0,10.0,13.9,6.1,4.5,19.3
Isaac Palazón Camacho,Rayo Vallecano,3.0,43.0,10.0,23.2,3.2,3.2,18.0
Lucas Paquetá,West Ham,4.0,36.0,3.0,19.5,5.1,3.5,23.1
Álvaro Pascual,Sevilla,0.0,0.0,0.0,,0.0,0.0,0.7
Nathan Patterson,Everton,0.0,1.0,0.0,16.8,0.1,0.1,2.3
Leonardo Pavoletti,Cagliari,1.0,17.0,6.0,11.9,2.2,2.2,3.9
Nicolas Pays,Montpellier,0.0,10.0,1.0,20.4,1.3,1.3,4.0
Nicolás Paz,Como,6.0,90.0,34.0,20.1,8.1,7.4,24.1
Pedro,Lazio,6.0,22.0,8.0,18.8,3.4,2.7,9.8
Jordan Pefok,Reims,0.0,2.0,0.0,8.0,0.3,0.3,0.6
Jordan Pefok,Union Berlin,0.0,23.0,7.0,12.2,3.2,3.2,10.1
Pejiño,Las Palmas,0.0,1.0,0.0,24.6,0.0,0.0,0.2
Pietro Pellegri,Empoli,3.0,8.0,4.0,18.5,0.3,0.3,4.6
Mateo Pellegrino,Parma,2.0,11.0,5.0,14.5,1.3,1.3,3.3
Faris Pemi Moumbagna,Marseille,0.0,0.0,0.0,,0.0,0.0,0.1
Rubén Peña,Osasuna,0.0,10.0,3.0,15.4,0.7,0.7,7.4
Nicolas Pépé,Villarreal,1.0,30.0,14.0,16.6,2.5,2.5,10.3
Peque,Sevilla,0.0,10.0,2.0,15.6,1.4,1.4,9.8
Mathias Pereira Lage,Brest,2.0,24.0,11.0,17.8,2.3,2.3,13.0
Ayoze Pérez,Villarreal,13.0,60.0,22.0,14.2,9.8,9.8,16.4
Carles Pérez,Getafe,3.0,34.0,9.0,21.1,2.4,2.4,15.5
Francisco Perez,Valencia,0.0,4.0,1.0,20.1,0.1,0.1,4.6
Gaëtan Perrin,Auxerre,8.0,52.0,23.0,19.4,4.8,4.8,25.0
Noah Pesch,Gladbach,0.0,0.0,0.0,,0.0,0.0,0.1
Andrea Petagna,Monza,0.0,4.0,0.0,14.6,0.2,0.2,3.0
Giuseppe Pezzella,Empoli,0.0,12.0,2.0,20.7,0.5,0.5,26.0
Maximilian Philipp,Freiburg,0.0,1.0,0.0,21.5,0.0,0.0,0.2
Jaden Philogene Bidace,Aston Villa,0.0,7.0,0.0,16.0,0.5,0.5,3.7
Jaden Philogene Bidace,Ipswich Town,2.0,12.0,5.0,16.4,2.0,2.0,5.3
Roberto Piccoli,Cagliari,8.0,78.0,23.0,13.6,10.6,9.8,29.7
Benedikt Pichler,Holstein Kiel,1.0,18.0,8.0,13.9,2.2,2.2,8.6
Marvin Pieringer,Heidenheim,7.0,51.0,16.0,14.8,8.4,6.1,20.1
Santiago Pierotti,Lecce,4.0,30.0,7.0,15.2,2.7,2.7,17.8
Andrea Pinamonti,Genoa,8.0,70.0,24.0,16.4,7.1,6.3,27.8
Damián Pizarro,Udinese,0.0,0.0,0.0,,0.0,0.0,0.1
Alassane Pléa,Gladbach,10.0,36.0,11.0,15.3,6.9,6.1,18.0
Daniel Podence,Wolves,0.0,1.0,0.0,24.4,0.0,0.0,0.5
Joel Pohjanpalo,Venezia,6.0,34.0,13.0,16.9,7.5,4.3,17.8
Matteo Politano,Napoli,3.0,44.0,9.0,19.6,2.6,2.6,24.8
Portu,Girona,0.0,1.0,0.0,23.3,0.0,0.0,4.0
Yussuf Poulsen,RB Leipzig,1.0,10.0,4.0,8.5,2.2,2.2,3.5
Abdón Prats,Mallorca,2.0,12.0,4.0,15.2,2.1,1.3,4.3
Ivan Prtajin,Union Berlin,0.0,8.0,2.0,15.7,0.5,0.5,1.8
Javi Puado,Espanyol,10.0,49.0,13.0,20.0,8.9,5.8,26.6
Diego Pugno,Juventus,0.0,0.0,0.0,,0.0,0.0,0.1
Christian Pulisic,Milan,9.0,42.0,17.0,17.3,10.1,6.9,21.9
Dani Raba,Leganés,7.0,25.0,8.0,26.5,6.8,2.9,16.2
Antonio Raimondo,Venezia,0.0,1.0,1.0,4.4,0.3,0.3,1.0
Sandro Ramírez,Las Palmas,8.0,45.0,20.0,23.5,3.1,3.1,19.9
Gonçalo Ramos,Paris S-G,6.0,36.0,20.0,10.1,8.9,8.1,8.1
Jacob Ramsey,Aston Villa,1.0,16.0,4.0,16.4,1.3,1.3,15.6
Grant Ranos,Gladbach,0.0,0.0,0.0,,0.0,0.0,0.2
Lilian Raolisoa,Angers,0.0,9.0,1.0,24.3,0.4,0.4,10.9
Raphinha,Barcelona,13.0,88.0,34.0,19.1,14.6,13.8,26.0
Marcus Rashford,Manchester Utd,4.0,16.0,9.0,16.4,1.7,1.7,10.9
Marcus Rashford,Aston Villa,1.0,15.0,4.0,19.8,1.6,1.6,4.0
Giacomo Raspadori,Napoli,4.0,28.0,9.0,15.5,3.1,3.1,8.4
Raúl,Osasuna,2.0,19.0,9.0,15.7,2.2,2.2,7.5
Abderrahman Rebbach,Alavés,0.0,6.0,1.0,20.3,0.2,0.2,4.3
Ante Rebić,Lecce,1.0,11.0,3.0,14.0,2.0,2.0,7.2
Remy Rees-Dottin,Bournemouth,0.0,0.0,0.0,,0.0,0.0,0.0
Bobby Reid,Leicester City,1.0,6.0,3.0,26.4,0.8,0.8,7.1
Mateo Retegui,Atalanta,23.0,76.0,28.0,12.8,14.8,11.6,20.8
Richarlison,Tottenham,3.0,8.0,4.0,7.8,2.1,2.1,3.3
Fabian Rieder,Stuttgart,1.0,19.0,6.0,21.7,1.3,1.3,8.9
Luis Rioja,Alavés,0.0,0.0,0.0,,0.0,0.0,0.3
Luis Rioja,Valencia,5.0,24.0,8.0,21.4,3.2,1.6,26.1
Alberto Risco,Getafe,0.0,4.0,1.0,21.1,0.2,0.2,0.8
Rodri,Betis,0.0,2.0,2.0,22.6,0.2,0.2,1.3
Álvaro Rodríguez,Getafe,2.0,17.0,6.0,16.8,0.7,0.7,7.0
Óscar Rodríguez Arnaiz,Leganés,1.0,24.0,5.0,25.3,1.6,1.6,12.9
Dani Rodríguez,Mallorca,4.0,29.0,10.0,18.0,2.8,2.8,20.4
James Rodríguez,Rayo Vallecano,0.0,4.0,2.0,18.8,0.3,0.3,1.6
Jesus Rodríguez,Betis,1.0,21.0,7.0,18.1,1.9,1.9,9.4
Rodrygo,Real Madrid,6.0,52.0,19.0,16.5,3.9,3.8,20.4
Morgan Rogers,Aston Villa,8.0,48.0,16.0,15.9,5.8,5.8,28.9
Merlin Röhl,Freiburg,0.0,12.0,3.0,18.2,0.8,0.8,10.1
Isaac Romero,Sevilla,3.0,48.0,15.0,17.0,5.4,4.6,22.4
Luka Romero,Alavés,0.0,1.0,0.0,38.7,0.8,0.0,2.2
Vitor Roque,Betis,4.0,41.0,18.0,14.5,6.1,6.1,13.7
Jon Rowe,Marseille,2.0,29.0,13.0,16.3,3.0,3.0,6.9
Aitor Ruibal,Betis,1.0,12.0,3.0,19.6,0.7,0.7,10.1
Abel Ruiz,Girona,4.0,21.0,7.0,14.0,4.6,3.0,13.6
Georginio Rutter,Brighton,5.0,50.0,12.0,15.5,4.6,4.6,18.4
Julian Ryerson,Dortmund,1.0,12.0,3.0,21.3,0.4,0.4,21.0
Elias Saad,St. Pauli,3.0,26.0,8.0,17.6,2.8,2.8,9.7
Emmanuel Sabbi,Le Havre,0.0,15.0,4.0,12.5,1.9,1.9,7.3
Marcel Sabitzer,Dortmund,0.0,16.0,5.0,19.7,1.6,1.6,16.4
Umar Sadiq,Valencia,4.0,17.0,6.0,14.7,2.3,2.3,7.0
Umar Sadiq,Real Sociedad,0.0,5.0,0.0,18.7,0.2,0.2,2.5
Alexis Saelemaekers,Roma,6.0,18.0,9.0,17.2,1.9,1.9,12.7
Alexis Saelemaekers,Milan,0.0,0.0,0.0,,0.0,0.0,1.0
Osame Sahraoui,Lille,3.0,23.0,8.0,15.6,2.9,2.9,13.2
Wesley Saïd,Lens,2.0,16.0,6.0,11.2,3.0,3.0,9.7
Bukayo Saka,Arsenal,6.0,50.0,18.0,16.2,5.2,4.4,15.2
Ibrahim Salah,Brest,1.0,13.0,4.0,19.7,0.6,0.6,4.0
Mohamed Salah,Liverpool,27.0,100.0,45.0,15.1,22.6,15.6,31.5
Amine Salama,Reims,0.0,9.0,3.0,16.3,0.7,0.7,4.1
Roland Sallai,Freiburg,0.0,3.0,1.0,22.1,0.1,0.1,0.5
Lazar Samardzic,Atalanta,2.0,31.0,11.0,19.2,1.9,1.9,11.6
Mama Samba Baldé,Lyon,0.0,1.0,0.0,8.7,0.1,0.1,0.4
Mama Samba Baldé,Brest,2.0,28.0,8.0,16.0,2.8,2.8,12.0
Junior Sambia,Empoli,0.0,7.0,0.0,24.4,0.3,0.3,3.4
Chuky san jose,Valladolid,0.0,6.0,1.0,20.5,0.4,0.4,4.5
Antonio Sanabria,Torino,2.0,17.0,4.0,15.4,2.8,2.0,13.9
Alexis Sánchez,Udinese,0.0,5.0,0.0,17.9,0.6,0.6,3.9
Iván Sánchez,Valladolid,1.0,11.0,4.0,20.5,0.5,0.5,12.3
Jadon Sancho,Chelsea,3.0,22.0,6.0,15.1,1.9,1.9,17.9
Leroy Sané,Bayern Munich,9.0,55.0,21.0,16.5,8.8,8.8,15.3
Maroan Sannadi,Athletic Club,1.0,12.0,4.0,16.2,2.1,2.1,4.1
Nicola Sansone,Lecce,0.0,3.0,1.0,26.0,0.2,0.2,0.7
Pablo Sarabia,Wolves,2.0,15.0,7.0,18.8,2.7,2.7,7.3
Amin Sarr,Hellas Verona,4.0,20.0,6.0,15.0,2.4,2.4,16.0
Ismaila Sarr,Crystal Palace,7.0,44.0,24.0,13.7,8.2,8.2,24.4
Martin Satriano,Lens,0.0,3.0,0.0,8.6,0.3,0.3,0.5
Sávio,Manchester City,1.0,53.0,20.0,17.7,4.8,4.8,18.4
Gianluca Scamacca,Atalanta,0.0,1.0,1.0,9.5,0.1,0.1,0.1
Dane Scarlett,Tottenham,0.0,1.0,1.0,13.9,0.0,0.0,0.4
Kevin Schade,Brentford,7.0,42.0,18.0,11.8,5.9,5.9,20.5
Patrik Schick,Leverkusen,17.0,62.0,29.0,11.8,10.8,10.8,14.9
Stefan Schimmer,Heidenheim,0.0,10.0,2.0,14.4,1.1,1.1,2.7
Léo Scienza,Heidenheim,3.0,34.0,14.0,21.1,1.9,1.9,11.5
Jérémy Sebas,Strasbourg,0.0,6.0,2.0,15.6,0.7,0.7,2.1
Antoine Semenyo,Bournemouth,7.0,112.0,35.0,17.2,8.9,8.9,29.4
Nicolás Serrano,Athletic Club,0.0,5.0,1.0,24.6,0.2,0.2,1.2
Benjamin Šeško,RB Leipzig,11.0,60.0,26.0,16.9,8.0,7.3,23.1
Ryan Sessegnon,Fulham,3.0,7.0,5.0,12.1,0.8,0.8,2.1
Eldor Shomurodov,Roma,3.0,22.0,10.0,12.1,3.4,3.4,7.3
Armindo Sieb,Mainz 05,2.0,28.0,7.0,16.5,2.8,2.8,8.4
Zain Silcott-Duberry,Bournemouth,0.0,0.0,0.0,,0.0,0.0,0.0
André Silva,Werder Bremen,1.0,12.0,5.0,16.6,2.6,1.0,4.2
André Silva,RB Leipzig,1.0,7.0,2.0,21.1,1.3,0.5,1.5
Bernardo Silva,Manchester City,2.0,27.0,9.0,13.0,3.0,3.0,23.7
Fábio Silva,Las Palmas,10.0,46.0,20.0,14.8,8.8,6.4,19.8
Jota Silva,Nott'ham Forest,3.0,21.0,7.0,14.9,1.9,1.9,9.2
Abdallah Sima,Brest,6.0,32.0,14.0,13.5,5.1,5.1,11.7
Giovanni Simeone,Napoli,1.0,13.0,3.0,16.0,2.6,2.6,4.1
Moses Simon,Nantes,7.0,37.0,13.0,19.2,4.9,2.6,23.3
Danel Sinani,St. Pauli,2.0,28.0,10.0,20.5,1.4,1.4,9.4
Lassine Sinayoko,Auxerre,3.0,49.0,12.0,16.2,5.7,4.9,20.8
Luis Sinisterra,Bournemouth,1.0,13.0,6.0,14.8,1.2,1.2,2.6
Ayanda Sishuba,Rennes,0.0,0.0,0.0,,0.0,0.0,0.0
Ibrahim Sissoko,Saint-Étienne,3.0,21.0,4.0,14.6,4.3,3.5,9.0
Niama Sissoko,Reims,0.0,3.0,0.0,12.1,0.3,0.3,0.5
Tim Skarke,Union Berlin,0.0,20.0,9.0,18.5,2.1,2.1,11.4
Andreas Skov Olsen,Wolfsburg,1.0,6.0,1.0,13.8,0.6,0.6,4.1
Steven Skrzybski,Holstein Kiel,6.0,24.0,10.0,18.5,3.3,2.5,10.7
Naatan Skyttä,Toulouse,0.0,0.0,0.0,,0.0,0.0,0.1
Alex Sola,Getafe,0.0,15.0,2.0,18.6,1.0,1.0,11.4
Dominic Solanke,Tottenham,7.0,56.0,22.0,12.2,9.9,9.9,22.5
Ola Solbakken,Empoli,0.0,3.0,3.0,11.0,0.8,0.8,6.9
Carlos Soler,West Ham,1.0,23.0,7.0,18.6,1.7,1.7,14.0
Ramón Sosa,Nott'ham Forest,1.0,10.0,5.0,18.9,0.9,0.9,2.9
Florian Sotoca,Lens,1.0,44.0,18.0,14.9,4.4,4.4,19.0
Riccardo Sottil,Fiorentina,1.0,22.0,6.0,19.7,0.9,0.9,9.3
Riccardo Sottil,Milan,0.0,2.0,0.0,10.5,0.2,0.2,1.1
Matìas Soulé,Roma,4.0,32.0,11.0,21.7,2.2,2.2,14.1
Issa Soumaré,Le Havre,3.0,31.0,14.0,16.8,2.7,2.7,16.3
Leonardo Spinazzola,Napoli,1.0,9.0,3.0,18.7,0.4,0.4,10.8
Lucas Stassin,Saint-Étienne,8.0,33.0,15.0,13.2,6.3,6.3,18.1
Orri Steinn Óskarsson,Real Sociedad,3.0,19.0,7.0,13.1,5.2,5.2,10.2
Raheem Sterling,Arsenal,0.0,10.0,0.0,15.0,1.3,1.3,3.9
Enzo Sternal,Marseille,0.0,0.0,0.0,,0.0,0.0,0.3
Ross Stewart,Southampton,0.0,2.0,0.0,12.5,0.1,0.1,1.9
Kevin Stöger,Gladbach,2.0,19.0,5.0,23.4,2.6,1.8,14.8
Stoichkov,Alavés,0.0,18.0,3.0,19.8,1.1,1.1,7.8
Jørgen Strand Larsen,Wolves,12.0,48.0,31.0,11.8,9.2,9.2,25.7
Gabriel Strefezza,Como,3.0,51.0,17.0,20.7,3.2,3.2,24.9
Cristhian Stuani,Girona,6.0,22.0,10.0,13.0,6.0,3.8,7.1
Kamaldeen Sulemana,Southampton,1.0,19.0,6.0,17.8,1.1,1.1,10.8
Crysencio Summerville,West Ham,1.0,14.0,4.0,13.4,1.6,1.6,8.7
Tomáš Suslov,Hellas Verona,0.0,30.0,7.0,21.9,1.6,1.6,20.5
Suso,Sevilla,0.0,6.0,2.0,23.4,0.2,0.2,2.0
Daniel Svensson,Dortmund,0.0,2.0,1.0,13.3,0.1,0.1,3.7
Williot Swedberg,Celta Vigo,3.0,26.0,14.0,15.2,4.5,4.5,12.0
Mamadou Sylla,Valladolid,3.0,17.0,3.0,15.5,3.6,2.0,14.1
Sammie Szmodics,Ipswich Town,4.0,21.0,12.0,14.0,3.4,3.4,10.9
Alexander Sørloth,Atlético Madrid,11.0,47.0,20.0,12.8,9.6,8.8,12.6
Musa Al-Taamari,Montpellier,2.0,27.0,11.0,17.7,2.6,2.6,12.4
Musa Al-Taamari,Rennes,1.0,11.0,3.0,14.3,2.3,2.3,4.0
Haris Tabakovic,Hoffenheim,2.0,25.0,9.0,11.7,2.7,2.7,7.8
Mehdi Taremi,Inter,1.0,11.0,4.0,12.1,2.9,2.1,6.3
Marcus Tavernier,Bournemouth,3.0,47.0,15.0,20.4,5.2,5.2,16.7
Loum Tchaouna,Lazio,1.0,22.0,7.0,18.0,2.4,2.4,7.1
Mathys Tel,Tottenham,2.0,12.0,6.0,16.7,1.8,1.0,4.5
Mathys Tel,Bayern Munich,0.0,10.0,3.0,18.1,0.7,0.7,2.8
Nathan Tella,Leverkusen,2.0,24.0,8.0,15.3,2.6,2.6,12.1
Casper Tengstedt,Hellas Verona,6.0,37.0,10.0,14.2,5.3,4.5,15.4
Ramón Terrats,Villarreal,0.0,2.0,0.0,21.2,0.1,0.1,1.5
Ramón Terrats,Getafe,4.0,10.0,6.0,18.1,1.5,1.5,7.5
Martin Terrier,Leverkusen,2.0,16.0,6.0,13.6,2.4,2.4,6.5
Florian Thauvin,Udinese,8.0,51.0,23.0,18.5,8.1,5.7,21.7
Thiago,Brentford,0.0,1.0,0.0,14.7,0.1,0.1,1.5
Sorba Thomas,Nantes,1.0,9.0,1.0,17.0,1.5,1.5,12.5
Marcus Thuram,Inter,14.0,64.0,27.0,13.1,9.8,9.8,24.4
Kieran Tierney,Arsenal,0.0,1.0,0.0,2.6,0.2,0.2,1.8
Phillip Tietz,Augsburg,6.0,41.0,13.0,17.3,5.2,4.4,16.9
Umut Tohumcu,Hoffenheim,0.0,3.0,1.0,26.3,0.1,0.1,3.8
John Tolkin,Holstein Kiel,0.0,1.0,0.0,32.0,0.0,0.0,4.0
Raúl de Tomás,Rayo Vallecano,0.0,0.0,0.0,,0.0,0.0,0.2
Tiago Tomás,Wolfsburg,6.0,39.0,20.0,15.6,5.3,5.3,19.7
Pablo Torre,Barcelona,3.0,6.0,4.0,23.5,0.4,0.4,3.4
Ferrán Torres,Barcelona,9.0,37.0,20.0,14.3,6.6,6.6,9.8
Bazoumana Touré,Hoffenheim,0.0,11.0,3.0,17.0,0.8,0.8,3.1
Adama Traoré,Fulham,2.0,35.0,11.0,14.3,3.8,3.8,16.5
Omar Traoré,Heidenheim,0.0,12.0,3.0,23.7,0.4,0.4,24.2
Leandro Trossard,Arsenal,5.0,59.0,17.0,16.6,5.6,5.6,23.2
Viktor Tsyhankov,Girona,2.0,25.0,6.0,20.2,2.2,2.2,14.6
Chrisantus Uche,Getafe,3.0,46.0,13.0,17.5,3.4,3.4,24.1
Enes Ünal,Bournemouth,2.0,20.0,7.0,14.6,2.7,2.7,3.8
Deniz Undav,Stuttgart,7.0,58.0,26.0,13.8,9.2,9.2,14.2
Can Uzun,Eint Frankfurt,4.0,26.0,11.0,16.7,2.7,2.7,7.0
Jamie Vardy,Leicester City,7.0,49.0,20.0,11.8,9.4,8.6,26.9
Ruben Vargas,Sevilla,2.0,17.0,5.0,13.8,2.0,2.0,7.5
Ruben Vargas,Augsburg,0.0,9.0,1.0,16.7,0.7,0.7,3.4
Robinio Vaz,Marseille,0.0,2.0,0.0,9.7,0.5,0.5,0.8
Alejo Véliz,Espanyol,1.0,15.0,5.0,11.4,1.8,1.8,11.0
Lorenzo Venturino,Genoa,0.0,2.0,1.0,14.7,0.3,0.3,0.7
Simone Verdi,Como,0.0,2.0,2.0,26.3,0.1,0.1,1.3
Yorbe Vertessen,Union Berlin,1.0,27.0,5.0,20.5,1.3,1.3,8.0
Carlos Vicente,Alavés,4.0,27.0,11.0,17.1,2.4,2.4,27.4
Pau Victor Delgado,Barcelona,2.0,10.0,5.0,15.7,2.6,2.6,2.5
Asier Villalibre,Alavés,1.0,7.0,1.0,14.2,1.6,0.8,3.5
Nicolas Viola,Cagliari,3.0,29.0,9.0,20.3,2.1,2.1,12.1
Vitinha,Genoa,0.0,26.0,3.0,20.6,1.1,1.1,11.2
Dušan Vlahović,Juventus,9.0,69.0,24.0,16.1,11.8,8.7,18.9
Vanja Vlahović,Atalanta,0.0,1.0,1.0,14.2,0.2,0.2,0.7
Nikola Vlašić,Torino,4.0,23.0,9.0,21.5,2.2,1.4,19.4
Kevin Volland,Union Berlin,0.0,0.0,0.0,,0.0,0.0,0.6
Ibrahima Wadji,Saint-Étienne,0.0,5.0,0.0,14.9,0.3,0.3,1.6
Elye Wahi,Marseille,3.0,16.0,9.0,12.1,6.0,5.2,6.4
Elye Wahi,Eint Frankfurt,0.0,9.0,2.0,17.8,1.3,1.3,2.0
Paul Wanner,Heidenheim,3.0,23.0,5.0,18.1,3.5,2.7,17.4
Ollie Watkins,Aston Villa,14.0,71.0,31.0,12.2,14.1,12.6,24.1
Timothy Weah,Juventus,5.0,21.0,9.0,20.3,3.4,3.4,15.5
Nelson Weiper,Mainz 05,3.0,18.0,10.0,12.2,3.4,3.4,6.7
Noah Weißhaupt,St. Pauli,1.0,15.0,3.0,16.7,1.7,1.7,10.5
Noah Weißhaupt,Freiburg,0.0,1.0,0.0,8.1,0.0,0.0,0.9
Danny Welbeck,Brighton,8.0,50.0,19.0,15.4,7.8,7.8,18.7
Timo Werner,Tottenham,0.0,8.0,3.0,18.2,1.0,1.0,5.7
Iñaki Williams,Athletic Club,5.0,61.0,22.0,16.7,6.8,6.8,27.0
Nico Williams,Athletic Club,5.0,52.0,19.0,17.7,3.9,3.9,21.0
Willian,Fulham,0.0,3.0,0.0,22.9,0.1,0.1,1.7
Joe Willock,Newcastle Utd,0.0,13.0,3.0,17.1,0.9,0.9,9.4
Callum Wilson,Newcastle Utd,0.0,5.0,0.0,15.0,0.3,0.3,2.4
Harry Wilson,Fulham,5.0,28.0,9.0,17.2,3.2,3.2,9.3
Patrick Wimmer,Wolfsburg,3.0,33.0,8.0,17.3,3.4,3.4,15.9
Jonas Wind,Wolfsburg,8.0,31.0,9.0,14.1,5.1,3.3,18.9
Ben Winterburn,Bournemouth,0.0,0.0,0.0,,0.0,0.0,0.3
Florian Wirtz,Leverkusen,9.0,62.0,28.0,19.6,8.5,5.2,21.2
Yoane Wissa,Brentford,15.0,70.0,31.0,13.9,14.3,14.3,26.4
Dani de Wit,Bochum,2.0,18.0,5.0,11.8,1.8,1.8,11.8
Nick Woltemade,Stuttgart,9.0,32.0,17.0,12.3,7.6,6.0,14.7
Jeong Woo-yeong,Union Berlin,3.0,25.0,6.0,18.5,2.8,2.8,14.0
Chris Wood,Nott'ham Forest,18.0,50.0,29.0,14.6,11.0,8.7,27.0
